state,place,year,session,commodity,area,production
Uttar Pradesh,BASTI,2009,Rabi       ,Potato,2457.00,61096.00
Uttar Pradesh,BASTI,2010,Rabi       ,Potato,2450.00,59768.00
Uttar Pradesh,BASTI,2011,Rabi       ,Potato,2588.00,57146.00
Uttar Pradesh,BASTI,2012,Rabi       ,Potato,2468.00,60101.00
Uttar Pradesh,BASTI,2013,Rabi       ,Potato,2395.00,50690.00
Uttar Pradesh,BASTI,2014,Rabi       ,Potato,2435.00,54931.00
Uttar Pradesh,BIJNOR,1997,Whole Year ,Potato,1163.00,15347.00
Uttar Pradesh,BIJNOR,1998,Whole Year ,Potato,1074.00,20195.00
Uttar Pradesh,BIJNOR,1999,Whole Year ,Potato,1121.00,27249.00
Uttar Pradesh,BIJNOR,2000,Whole Year ,Potato,958.00,18924.00
Uttar Pradesh,BIJNOR,2001,Whole Year ,Potato,915.00,21262.00
Uttar Pradesh,BIJNOR,2002,Whole Year ,Potato,1103.00,29295.00
Uttar Pradesh,BIJNOR,2003,Whole Year ,Potato,1073.00,28528.00
Uttar Pradesh,BIJNOR,2004,Rabi       ,Potato,874.00,22934.00
Uttar Pradesh,BIJNOR,2005,Rabi       ,Potato,888.00,21576.00
Uttar Pradesh,BIJNOR,2006,Rabi       ,Potato,1092.00,28465.00
Uttar Pradesh,BIJNOR,2007,Rabi       ,Potato,834.00,18765.00
Uttar Pradesh,BIJNOR,2008,Rabi       ,Potato,1215.00,25445.00
Uttar Pradesh,BIJNOR,2009,Rabi       ,Potato,696.00,16299.00
Uttar Pradesh,BIJNOR,2010,Rabi       ,Potato,873.00,21247.00
Uttar Pradesh,BIJNOR,2011,Rabi       ,Potato,654.00,17076.00
Uttar Pradesh,BIJNOR,2012,Rabi       ,Potato,735.00,16995.00
Uttar Pradesh,BIJNOR,2013,Rabi       ,Potato,898.00,17255.00
Uttar Pradesh,BIJNOR,2014,Rabi       ,Potato,861.00,23776.00
Uttar Pradesh,BUDAUN,1997,Whole Year ,Potato,17190.00,244614.00
Uttar Pradesh,BUDAUN,1998,Whole Year ,Potato,19543.00,337820.00
Uttar Pradesh,BUDAUN,1999,Whole Year ,Potato,20697.00,408414.00
Uttar Pradesh,BUDAUN,2000,Whole Year ,Potato,16612.00,304282.00
Uttar Pradesh,BUDAUN,2001,Whole Year ,Potato,17210.00,412971.00
Uttar Pradesh,BUDAUN,2002,Whole Year ,Potato,22479.00,464663.00
Uttar Pradesh,BUDAUN,2003,Whole Year ,Potato,21706.00,521031.00
Uttar Pradesh,BUDAUN,2004,Rabi       ,Potato,19050.00,428339.00
Uttar Pradesh,BUDAUN,2005,Rabi       ,Potato,23119.00,469662.00
Uttar Pradesh,BUDAUN,2006,Rabi       ,Potato,23459.00,398780.00
Uttar Pradesh,BUDAUN,2007,Rabi       ,Potato,18817.00,444175.00
Uttar Pradesh,BUDAUN,2008,Rabi       ,Potato,16653.00,260420.00
Uttar Pradesh,BUDAUN,2009,Rabi       ,Potato,15108.00,367638.00
Uttar Pradesh,BUDAUN,2010,Rabi       ,Potato,15245.00,343317.00
Uttar Pradesh,BUDAUN,2011,Rabi       ,Potato,12044.00,246529.00
Uttar Pradesh,BUDAUN,2012,Rabi       ,Potato,13101.00,237023.00
Uttar Pradesh,BUDAUN,2013,Rabi       ,Potato,13478.00,237833.00
Uttar Pradesh,BUDAUN,2014,Rabi       ,Potato,15112.00,301273.00
Uttar Pradesh,BULANDSHAHR,1997,Whole Year ,Potato,5764.00,83706.00
Uttar Pradesh,BULANDSHAHR,1998,Whole Year ,Potato,5777.00,106586.00
Uttar Pradesh,BULANDSHAHR,1999,Whole Year ,Potato,4529.00,108288.00
Uttar Pradesh,BULANDSHAHR,2000,Whole Year ,Potato,6563.00,141276.00
Uttar Pradesh,BULANDSHAHR,2001,Whole Year ,Potato,6234.00,161779.00
Uttar Pradesh,BULANDSHAHR,2002,Whole Year ,Potato,7026.00,152050.00
Uttar Pradesh,BULANDSHAHR,2003,Whole Year ,Potato,7350.00,127647.00
Uttar Pradesh,BULANDSHAHR,2004,Rabi       ,Potato,7098.00,134252.00
Uttar Pradesh,BULANDSHAHR,2005,Rabi       ,Potato,7350.00,125156.00
Uttar Pradesh,BULANDSHAHR,2006,Rabi       ,Potato,7752.00,134955.00
Uttar Pradesh,BULANDSHAHR,2007,Rabi       ,Potato,9841.00,162898.00
Uttar Pradesh,BULANDSHAHR,2008,Rabi       ,Potato,7786.00,144656.00
Uttar Pradesh,BULANDSHAHR,2009,Rabi       ,Potato,7090.00,135291.00
Uttar Pradesh,BULANDSHAHR,2010,Rabi       ,Potato,7217.00,140082.00
Uttar Pradesh,BULANDSHAHR,2011,Rabi       ,Potato,8280.00,166089.00
Uttar Pradesh,BULANDSHAHR,2012,Rabi       ,Potato,8281.00,164618.00
Uttar Pradesh,BULANDSHAHR,2013,Rabi       ,Potato,8676.00,149722.00
Uttar Pradesh,BULANDSHAHR,2014,Rabi       ,Potato,6855.00,153840.00
Uttar Pradesh,CHANDAULI,1997,Whole Year ,Potato,873.00,14332.00
Uttar Pradesh,CHANDAULI,1998,Whole Year ,Potato,1004.00,22907.00
Uttar Pradesh,CHANDAULI,1999,Whole Year ,Potato,991.00,22628.00
Uttar Pradesh,CHANDAULI,2000,Whole Year ,Potato,966.00,21889.00
Uttar Pradesh,CHANDAULI,2001,Whole Year ,Potato,1006.00,20518.00
Uttar Pradesh,CHANDAULI,2002,Whole Year ,Potato,987.00,19792.00
Uttar Pradesh,CHANDAULI,2003,Whole Year ,Potato,961.00,17927.00
Uttar Pradesh,CHANDAULI,2004,Rabi       ,Potato,980.00,19387.00
Uttar Pradesh,CHANDAULI,2005,Rabi       ,Potato,1141.00,24709.00
Uttar Pradesh,CHANDAULI,2006,Rabi       ,Potato,1375.00,26717.00
Uttar Pradesh,CHANDAULI,2007,Rabi       ,Potato,914.00,18968.00
Uttar Pradesh,CHANDAULI,2008,Rabi       ,Potato,1084.00,14751.00
Uttar Pradesh,CHANDAULI,2009,Rabi       ,Potato,1070.00,24433.00
Uttar Pradesh,CHANDAULI,2010,Rabi       ,Potato,756.00,13353.00
Uttar Pradesh,CHANDAULI,2011,Rabi       ,Potato,1051.00,18906.00
Uttar Pradesh,CHANDAULI,2012,Rabi       ,Potato,486.00,8643.00
Uttar Pradesh,CHANDAULI,2013,Rabi       ,Potato,517.00,8036.00
Uttar Pradesh,CHANDAULI,2014,Rabi       ,Potato,881.00,17858.00
Uttar Pradesh,CHITRAKOOT,1997,Whole Year ,Potato,323.00,4738.00
Uttar Pradesh,CHITRAKOOT,1998,Whole Year ,Potato,276.00,6298.00
Uttar Pradesh,CHITRAKOOT,1999,Whole Year ,Potato,318.00,7167.00
Uttar Pradesh,CHITRAKOOT,2000,Whole Year ,Potato,267.00,5690.00
Uttar Pradesh,CHITRAKOOT,2001,Whole Year ,Potato,190.00,4686.00
Uttar Pradesh,CHITRAKOOT,2002,Whole Year ,Potato,271.00,6287.00
Uttar Pradesh,CHITRAKOOT,2003,Whole Year ,Potato,332.00,6944.00
Uttar Pradesh,CHITRAKOOT,2004,Rabi       ,Potato,302.00,6760.00
Uttar Pradesh,CHITRAKOOT,2005,Rabi       ,Potato,398.00,8928.00
Uttar Pradesh,CHITRAKOOT,2006,Rabi       ,Potato,246.00,5372.00
Uttar Pradesh,CHITRAKOOT,2007,Rabi       ,Potato,310.00,6813.00
Uttar Pradesh,CHITRAKOOT,2008,Rabi       ,Potato,314.00,6437.00
Uttar Pradesh,CHITRAKOOT,2009,Rabi       ,Potato,150.00,3730.00
Uttar Pradesh,CHITRAKOOT,2010,Rabi       ,Potato,365.00,8904.00
Uttar Pradesh,CHITRAKOOT,2011,Rabi       ,Potato,364.00,8037.00
Uttar Pradesh,CHITRAKOOT,2012,Rabi       ,Potato,342.00,8329.00
Uttar Pradesh,CHITRAKOOT,2013,Rabi       ,Potato,316.00,6688.00
Uttar Pradesh,CHITRAKOOT,2014,Rabi       ,Potato,338.00,7625.00
Uttar Pradesh,DEORIA,1997,Whole Year ,Potato,2284.00,19546.00
Uttar Pradesh,DEORIA,1998,Whole Year ,Potato,2221.00,32678.00
Uttar Pradesh,DEORIA,1999,Whole Year ,Potato,2231.00,29696.00
Uttar Pradesh,DEORIA,2000,Whole Year ,Potato,2126.00,30079.00
Uttar Pradesh,DEORIA,2001,Whole Year ,Potato,2049.00,28102.00
Uttar Pradesh,DEORIA,2002,Whole Year ,Potato,2097.00,48648.00
Uttar Pradesh,DEORIA,2003,Whole Year ,Potato,2200.00,35767.00
Uttar Pradesh,DEORIA,2004,Rabi       ,Potato,1688.00,26969.00
Uttar Pradesh,DEORIA,2005,Rabi       ,Potato,2043.00,45829.00
Uttar Pradesh,DEORIA,2006,Rabi       ,Potato,1601.00,29506.00
Uttar Pradesh,DEORIA,2007,Rabi       ,Potato,2094.00,46018.00
Uttar Pradesh,DEORIA,2008,Rabi       ,Potato,1726.00,19307.00
Uttar Pradesh,DEORIA,2009,Rabi       ,Potato,2501.00,62190.00
Uttar Pradesh,DEORIA,2010,Rabi       ,Potato,2096.00,37529.00
Uttar Pradesh,DEORIA,2011,Rabi       ,Potato,1645.00,25561.00
Uttar Pradesh,DEORIA,2012,Rabi       ,Potato,1649.00,22176.00
Uttar Pradesh,DEORIA,2013,Rabi       ,Potato,1607.00,30029.00
Uttar Pradesh,DEORIA,2014,Rabi       ,Potato,1547.00,21741.00
Uttar Pradesh,ETAH,1997,Whole Year ,Potato,9170.00,106702.00
Uttar Pradesh,ETAH,1998,Whole Year ,Potato,9516.00,202123.00
Uttar Pradesh,ETAH,1999,Whole Year ,Potato,8020.00,163223.00
Uttar Pradesh,ETAH,2000,Whole Year ,Potato,7058.00,130121.00
Uttar Pradesh,ETAH,2001,Whole Year ,Potato,8941.00,201950.00
Uttar Pradesh,ETAH,2002,Whole Year ,Potato,8612.00,205922.00
Uttar Pradesh,ETAH,2003,Whole Year ,Potato,10561.00,230578.00
Uttar Pradesh,ETAH,2004,Rabi       ,Potato,9725.00,186905.00
Uttar Pradesh,ETAH,2005,Rabi       ,Potato,10234.00,202132.00
Uttar Pradesh,ETAH,2006,Rabi       ,Potato,10900.00,248662.00
Uttar Pradesh,ETAH,2007,Rabi       ,Potato,11546.00,308509.00
Uttar Pradesh,ETAH,2008,Rabi       ,Potato,11580.00,319955.00
Uttar Pradesh,ETAH,2009,Rabi       ,Potato,6492.00,185087.00
Uttar Pradesh,ETAH,2010,Rabi       ,Potato,7259.00,206330.00
Uttar Pradesh,ETAH,2011,Rabi       ,Potato,7212.00,201453.00
Uttar Pradesh,ETAH,2012,Rabi       ,Potato,7080.00,177609.00
Uttar Pradesh,ETAH,2013,Rabi       ,Potato,6648.00,168281.00
Uttar Pradesh,ETAH,2014,Rabi       ,Potato,7388.00,188209.00
Uttar Pradesh,ETAWAH,1997,Whole Year ,Potato,5427.00,74300.00
Uttar Pradesh,ETAWAH,1998,Whole Year ,Potato,6440.00,153164.00
Uttar Pradesh,ETAWAH,1999,Whole Year ,Potato,6651.00,208509.00
Uttar Pradesh,ETAWAH,2000,Whole Year ,Potato,5967.00,135008.00
Uttar Pradesh,ETAWAH,2001,Whole Year ,Potato,6610.00,163921.00
Uttar Pradesh,ETAWAH,2002,Whole Year ,Potato,8973.00,211198.00
Uttar Pradesh,ETAWAH,2003,Whole Year ,Potato,9304.00,236080.00
Uttar Pradesh,ETAWAH,2004,Rabi       ,Potato,8676.00,220587.00
Uttar Pradesh,ETAWAH,2005,Rabi       ,Potato,10961.00,230477.00
Uttar Pradesh,ETAWAH,2006,Rabi       ,Potato,8407.00,199355.00
Uttar Pradesh,ETAWAH,2007,Rabi       ,Potato,12250.00,311358.00
Uttar Pradesh,ETAWAH,2008,Rabi       ,Potato,12506.00,290277.00
Uttar Pradesh,ETAWAH,2009,Rabi       ,Potato,14408.00,373138.00
Uttar Pradesh,ETAWAH,2010,Rabi       ,Potato,14360.00,344295.00
Uttar Pradesh,ETAWAH,2011,Rabi       ,Potato,13708.00,267265.00
Uttar Pradesh,ETAWAH,2012,Rabi       ,Potato,13500.00,381389.00
Uttar Pradesh,ETAWAH,2013,Rabi       ,Potato,16305.00,361351.00
Uttar Pradesh,ETAWAH,2014,Rabi       ,Potato,17149.00,423323.00
Uttar Pradesh,FAIZABAD,1997,Whole Year ,Potato,4545.00,48130.00
Uttar Pradesh,FAIZABAD,1998,Whole Year ,Potato,5530.00,108938.00
Uttar Pradesh,FAIZABAD,1999,Whole Year ,Potato,4631.00,68803.00
Uttar Pradesh,FAIZABAD,2000,Whole Year ,Potato,4110.00,66905.00
Uttar Pradesh,FAIZABAD,2001,Whole Year ,Potato,5068.00,85213.00
Uttar Pradesh,FAIZABAD,2002,Whole Year ,Potato,5188.00,74277.00
Uttar Pradesh,FAIZABAD,2003,Whole Year ,Potato,3867.00,63956.00
Uttar Pradesh,FAIZABAD,2004,Rabi       ,Potato,3503.00,53651.00
Uttar Pradesh,FAIZABAD,2005,Rabi       ,Potato,2866.00,56128.00
Uttar Pradesh,FAIZABAD,2006,Rabi       ,Potato,3696.00,42800.00
Uttar Pradesh,FAIZABAD,2007,Rabi       ,Potato,5736.00,75279.00
Uttar Pradesh,FAIZABAD,2008,Rabi       ,Potato,3966.00,47489.00
Uttar Pradesh,FAIZABAD,2009,Rabi       ,Potato,3906.00,76468.00
Uttar Pradesh,FAIZABAD,2010,Rabi       ,Potato,4410.00,109621.00
Uttar Pradesh,FAIZABAD,2011,Rabi       ,Potato,4290.00,104477.00
Uttar Pradesh,FAIZABAD,2012,Rabi       ,Potato,4394.00,74530.00
Uttar Pradesh,FAIZABAD,2013,Rabi       ,Potato,4108.00,68259.00
Uttar Pradesh,FAIZABAD,2014,Rabi       ,Potato,3926.00,98566.00
Uttar Pradesh,FARRUKHABAD,1997,Whole Year ,Potato,29014.00,518422.00
Uttar Pradesh,FARRUKHABAD,1998,Whole Year ,Potato,28724.00,773825.00
Uttar Pradesh,FARRUKHABAD,1999,Whole Year ,Potato,30184.00,742557.00
Uttar Pradesh,FARRUKHABAD,2000,Whole Year ,Potato,29221.00,766876.00
Uttar Pradesh,FARRUKHABAD,2001,Whole Year ,Potato,29382.00,818700.00
Uttar Pradesh,FARRUKHABAD,2002,Whole Year ,Potato,31490.00,915477.00
Uttar Pradesh,FARRUKHABAD,2003,Whole Year ,Potato,31228.00,703223.00
Uttar Pradesh,FARRUKHABAD,2004,Rabi       ,Potato,30746.00,857783.00
Uttar Pradesh,FARRUKHABAD,2005,Rabi       ,Potato,31442.00,804947.00
Uttar Pradesh,FARRUKHABAD,2006,Rabi       ,Potato,31875.00,831555.00
Uttar Pradesh,FARRUKHABAD,2007,Rabi       ,Potato,28422.00,671470.00
Uttar Pradesh,FARRUKHABAD,2008,Rabi       ,Potato,30749.00,723801.00
Uttar Pradesh,FARRUKHABAD,2009,Rabi       ,Potato,29841.00,758648.00
Uttar Pradesh,FARRUKHABAD,2010,Rabi       ,Potato,30669.00,808834.00
Uttar Pradesh,FARRUKHABAD,2011,Rabi       ,Potato,32203.00,662963.00
Uttar Pradesh,FARRUKHABAD,2012,Rabi       ,Potato,34388.00,835216.00
Uttar Pradesh,FARRUKHABAD,2013,Rabi       ,Potato,34003.00,785945.00
Uttar Pradesh,FARRUKHABAD,2014,Rabi       ,Potato,33554.00,761105.00
Uttar Pradesh,FATEHPUR,1997,Whole Year ,Potato,4828.00,90505.00
Uttar Pradesh,FATEHPUR,1998,Whole Year ,Potato,5959.00,111078.00
Uttar Pradesh,FATEHPUR,1999,Whole Year ,Potato,6104.00,114823.00
Uttar Pradesh,FATEHPUR,2000,Whole Year ,Potato,5734.00,81665.00
Uttar Pradesh,FATEHPUR,2001,Whole Year ,Potato,5191.00,108175.00
Uttar Pradesh,FATEHPUR,2002,Whole Year ,Potato,5776.00,93976.00
Uttar Pradesh,FATEHPUR,2003,Whole Year ,Potato,6009.00,102243.00
Uttar Pradesh,FATEHPUR,2004,Rabi       ,Potato,5968.00,87528.00
Uttar Pradesh,FATEHPUR,2005,Rabi       ,Potato,6145.00,118807.00
Uttar Pradesh,FATEHPUR,2006,Rabi       ,Potato,5968.00,86691.00
Uttar Pradesh,FATEHPUR,2007,Rabi       ,Potato,7004.00,160483.00
Uttar Pradesh,FATEHPUR,2008,Rabi       ,Potato,5093.00,94394.00
Uttar Pradesh,FATEHPUR,2009,Rabi       ,Potato,7625.00,185882.00
Uttar Pradesh,FATEHPUR,2010,Rabi       ,Potato,8193.00,176920.00
Uttar Pradesh,FATEHPUR,2011,Rabi       ,Potato,8448.00,184876.00
Uttar Pradesh,FATEHPUR,2012,Rabi       ,Potato,8142.00,177903.00
Uttar Pradesh,FATEHPUR,2013,Rabi       ,Potato,8709.00,175321.00
Uttar Pradesh,FATEHPUR,2014,Rabi       ,Potato,8784.00,126999.00
Uttar Pradesh,FIROZABAD,1997,Whole Year ,Potato,16677.00,357355.00
Uttar Pradesh,FIROZABAD,1998,Whole Year ,Potato,20125.00,573321.00
Uttar Pradesh,FIROZABAD,1999,Whole Year ,Potato,21813.00,618093.00
Uttar Pradesh,FIROZABAD,2000,Whole Year ,Potato,18508.00,435012.00
Uttar Pradesh,FIROZABAD,2001,Whole Year ,Potato,20434.00,601005.00
Uttar Pradesh,FIROZABAD,2002,Whole Year ,Potato,28906.00,738664.00
Uttar Pradesh,FIROZABAD,2003,Whole Year ,Potato,30040.00,665716.00
Uttar Pradesh,FIROZABAD,2004,Rabi       ,Potato,29681.00,771587.00
Uttar Pradesh,FIROZABAD,2005,Rabi       ,Potato,33975.00,863135.00
Uttar Pradesh,FIROZABAD,2006,Rabi       ,Potato,38106.00,997120.00
Uttar Pradesh,FIROZABAD,2007,Rabi       ,Potato,39201.00,1103077.00
Uttar Pradesh,FIROZABAD,2008,Rabi       ,Potato,42487.00,1103047.00
Uttar Pradesh,FIROZABAD,2009,Rabi       ,Potato,45267.00,1348640.00
Uttar Pradesh,FIROZABAD,2010,Rabi       ,Potato,46856.00,1349593.00
Uttar Pradesh,FIROZABAD,2011,Rabi       ,Potato,47730.00,1256824.00
Uttar Pradesh,FIROZABAD,2012,Rabi       ,Potato,46271.00,1331402.00
Uttar Pradesh,FIROZABAD,2013,Rabi       ,Potato,48076.00,1195987.00
Uttar Pradesh,FIROZABAD,2014,Rabi       ,Potato,53499.00,1346570.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,1997,Whole Year ,Potato,363.00,5271.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,1998,Whole Year ,Potato,374.00,10968.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,1999,Whole Year ,Potato,478.00,11429.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2000,Whole Year ,Potato,336.00,7233.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2001,Whole Year ,Potato,323.00,8641.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2002,Whole Year ,Potato,280.00,7114.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2003,Whole Year ,Potato,156.00,2824.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2004,Rabi       ,Potato,194.00,4547.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2005,Rabi       ,Potato,267.00,4610.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2006,Rabi       ,Potato,208.00,3389.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2007,Rabi       ,Potato,214.00,3538.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2008,Rabi       ,Potato,246.00,5047.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2009,Rabi       ,Potato,318.00,7041.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2010,Rabi       ,Potato,268.00,5722.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2011,Rabi       ,Potato,140.00,3113.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2012,Rabi       ,Potato,187.00,4175.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2013,Rabi       ,Potato,298.00,6504.00
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2014,Rabi       ,Potato,165.00,3366.00
Uttar Pradesh,GHAZIABAD,1997,Whole Year ,Potato,5398.00,78391.00
Uttar Pradesh,GHAZIABAD,1998,Whole Year ,Potato,5892.00,172785.00
Uttar Pradesh,GHAZIABAD,1999,Whole Year ,Potato,5446.00,130214.00
Uttar Pradesh,GHAZIABAD,2000,Whole Year ,Potato,4547.00,97879.00
Uttar Pradesh,GHAZIABAD,2001,Whole Year ,Potato,4597.00,134016.00
Uttar Pradesh,GHAZIABAD,2002,Whole Year ,Potato,4787.00,143983.00
Uttar Pradesh,GHAZIABAD,2003,Whole Year ,Potato,5092.00,79394.00
Uttar Pradesh,GHAZIABAD,2004,Rabi       ,Potato,5423.00,140911.00
Uttar Pradesh,GHAZIABAD,2005,Rabi       ,Potato,6309.00,117524.00
Uttar Pradesh,GHAZIABAD,2006,Rabi       ,Potato,5788.00,95299.00
Uttar Pradesh,GHAZIABAD,2007,Rabi       ,Potato,5457.00,86652.00
Uttar Pradesh,GHAZIABAD,2008,Rabi       ,Potato,4405.00,99650.00
Uttar Pradesh,GHAZIABAD,2009,Rabi       ,Potato,4352.00,117225.00
Uttar Pradesh,GHAZIABAD,2010,Rabi       ,Potato,4098.00,113851.00
Uttar Pradesh,GHAZIABAD,2011,Rabi       ,Potato,4904.00,120800.00
Uttar Pradesh,GHAZIABAD,2012,Rabi       ,Potato,564.00,12593.00
Uttar Pradesh,GHAZIABAD,2013,Rabi       ,Potato,514.00,11219.00
Uttar Pradesh,GHAZIABAD,2014,Rabi       ,Potato,477.00,9731.00
Uttar Pradesh,GHAZIPUR,1997,Whole Year ,Potato,10045.00,97296.00
Uttar Pradesh,GHAZIPUR,1998,Whole Year ,Potato,10544.00,224134.00
Uttar Pradesh,GHAZIPUR,1999,Whole Year ,Potato,10090.00,193637.00
Uttar Pradesh,GHAZIPUR,2000,Whole Year ,Potato,9857.00,224523.00
Uttar Pradesh,GHAZIPUR,2001,Whole Year ,Potato,7601.00,135761.00
Uttar Pradesh,GHAZIPUR,2002,Whole Year ,Potato,7604.00,184024.00
Uttar Pradesh,GHAZIPUR,2003,Whole Year ,Potato,7794.00,174352.00
Uttar Pradesh,GHAZIPUR,2004,Rabi       ,Potato,7720.00,133170.00
Uttar Pradesh,GHAZIPUR,2005,Rabi       ,Potato,4909.00,128689.00
Uttar Pradesh,GHAZIPUR,2006,Rabi       ,Potato,7262.00,184186.00
Uttar Pradesh,GHAZIPUR,2007,Rabi       ,Potato,8607.00,181289.00
Uttar Pradesh,GHAZIPUR,2008,Rabi       ,Potato,8550.00,116348.00
Uttar Pradesh,GHAZIPUR,2009,Rabi       ,Potato,8559.00,195445.00
Uttar Pradesh,GHAZIPUR,2010,Rabi       ,Potato,8429.00,173241.00
Uttar Pradesh,GHAZIPUR,2011,Rabi       ,Potato,8141.00,151276.00
Uttar Pradesh,GHAZIPUR,2012,Rabi       ,Potato,8328.00,177070.00
Uttar Pradesh,GHAZIPUR,2013,Rabi       ,Potato,8327.00,155757.00
Uttar Pradesh,GHAZIPUR,2014,Rabi       ,Potato,7865.00,164945.00
Uttar Pradesh,GONDA,1997,Whole Year ,Potato,4405.00,41428.00
Uttar Pradesh,GONDA,1998,Whole Year ,Potato,3506.00,56834.00
Uttar Pradesh,GONDA,1999,Whole Year ,Potato,3729.00,99118.00
Uttar Pradesh,GONDA,2000,Whole Year ,Potato,2742.00,53735.00
Uttar Pradesh,GONDA,2001,Whole Year ,Potato,2796.00,68955.00
Uttar Pradesh,GONDA,2002,Whole Year ,Potato,3195.00,74121.00
Uttar Pradesh,GONDA,2003,Whole Year ,Potato,2904.00,54848.00
Uttar Pradesh,GONDA,2004,Rabi       ,Potato,2908.00,65090.00
Uttar Pradesh,GONDA,2005,Rabi       ,Potato,2942.00,65995.00
Uttar Pradesh,GONDA,2006,Rabi       ,Potato,3079.00,67236.00
Uttar Pradesh,GONDA,2007,Rabi       ,Potato,2591.00,56940.00
Uttar Pradesh,GONDA,2008,Rabi       ,Potato,3290.00,67442.00
Uttar Pradesh,GONDA,2009,Rabi       ,Potato,3306.00,82207.00
Uttar Pradesh,GONDA,2010,Rabi       ,Potato,3064.00,74746.00
Uttar Pradesh,GONDA,2011,Rabi       ,Potato,3240.00,71543.00
Uttar Pradesh,GONDA,2012,Rabi       ,Potato,3314.00,80702.00
Uttar Pradesh,GONDA,2013,Rabi       ,Potato,3283.00,69485.00
Uttar Pradesh,GONDA,2014,Rabi       ,Potato,3042.00,68624.00
Uttar Pradesh,GORAKHPUR,1997,Whole Year ,Potato,5167.00,44217.00
Uttar Pradesh,GORAKHPUR,1998,Whole Year ,Potato,5058.00,74418.00
Uttar Pradesh,GORAKHPUR,1999,Whole Year ,Potato,5219.00,69469.00
Uttar Pradesh,GORAKHPUR,2000,Whole Year ,Potato,4362.00,61713.00
Uttar Pradesh,GORAKHPUR,2001,Whole Year ,Potato,4038.00,55381.00
Uttar Pradesh,GORAKHPUR,2002,Whole Year ,Potato,4547.00,105486.00
Uttar Pradesh,GORAKHPUR,2003,Whole Year ,Potato,4499.00,79857.00
Uttar Pradesh,GORAKHPUR,2004,Rabi       ,Potato,4504.00,74523.00
Uttar Pradesh,GORAKHPUR,2005,Rabi       ,Potato,4222.00,94708.00
Uttar Pradesh,GORAKHPUR,2006,Rabi       ,Potato,4667.00,86013.00
Uttar Pradesh,GORAKHPUR,2007,Rabi       ,Potato,4982.00,109484.00
Uttar Pradesh,GORAKHPUR,2008,Rabi       ,Potato,4441.00,49677.00
Uttar Pradesh,GORAKHPUR,2009,Rabi       ,Potato,4638.00,115328.00
Uttar Pradesh,GORAKHPUR,2010,Rabi       ,Potato,4925.00,88182.00
Uttar Pradesh,GORAKHPUR,2011,Rabi       ,Potato,4474.00,69521.00
Uttar Pradesh,GORAKHPUR,2012,Rabi       ,Potato,4587.00,61686.00
Uttar Pradesh,GORAKHPUR,2013,Rabi       ,Potato,4542.00,84874.00
Uttar Pradesh,GORAKHPUR,2014,Rabi       ,Potato,4275.00,60078.00
Uttar Pradesh,HAMIRPUR,1997,Whole Year ,Potato,41.00,601.00
Uttar Pradesh,HAMIRPUR,1998,Whole Year ,Potato,52.00,1186.00
Uttar Pradesh,HAMIRPUR,1999,Whole Year ,Potato,46.00,1037.00
Uttar Pradesh,HAMIRPUR,2000,Whole Year ,Potato,30.00,640.00
Uttar Pradesh,HAMIRPUR,2001,Whole Year ,Potato,23.00,567.00
Uttar Pradesh,HAMIRPUR,2002,Whole Year ,Potato,53.00,1229.00
Uttar Pradesh,HAMIRPUR,2003,Whole Year ,Potato,29.00,606.00
Uttar Pradesh,HAMIRPUR,2004,Rabi       ,Potato,40.00,895.00
Uttar Pradesh,HAMIRPUR,2005,Rabi       ,Potato,39.00,875.00
Uttar Pradesh,HAMIRPUR,2006,Rabi       ,Potato,45.00,983.00
Uttar Pradesh,HAMIRPUR,2007,Rabi       ,Potato,55.00,1209.00
Uttar Pradesh,HAMIRPUR,2008,Rabi       ,Potato,42.00,861.00
Uttar Pradesh,HAMIRPUR,2009,Rabi       ,Potato,83.00,2064.00
Uttar Pradesh,HAMIRPUR,2010,Rabi       ,Potato,87.00,2123.00
Uttar Pradesh,HAMIRPUR,2011,Rabi       ,Potato,62.00,1369.00
Uttar Pradesh,HAMIRPUR,2012,Rabi       ,Potato,37.00,901.00
Uttar Pradesh,HAMIRPUR,2013,Rabi       ,Potato,36.00,762.00
Uttar Pradesh,HAMIRPUR,2014,Rabi       ,Potato,55.00,1241.00
Uttar Pradesh,HAPUR,2012,Rabi       ,Potato,3874.00,95727.00
